"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2010-08-15T00:00:00.000Z""","","CYXH MEDICINE HAT","DASSAULT FALCON900","C-GOAG","","","CAN","Taxi","Incident",0,true,true,true,"None","F900",false,true,3,"Jet","","[""GCOL""]","RS",2010
"""2010-08-15T00:00:00.000Z""","JPN","12.6km west of Sendai Airport","MCDONNELL DOUGLAS","JA002D","Japan Japan Air Lines","JPN","JPN","En route","Serious incident",0,true,true,true,"None","HAWK",false,true,1,"Jet","","[""SCF-PP"",""F-NI""]","SCF",2010
"""2010-08-20T00:00:00.000Z""","ITA","FRZ VORDME (Italy)","BOEING 737","CN-RPA","","","MAR","","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-08-24T00:00:00.000Z""","SDN","En route","AIRBUS A321","G-MEDJ","United Kingdom British Midland Airways Ltd","","GBR","En route","Serious incident",0,true,true,"","None","A321",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-08-30T00:00:00.000Z""","USA","near San Francisco Airport","BOEING 747 400","VH-OJP","Australia Qantas Airways Limited","AUS","AUS","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-PP""]","SCF",2010
"""2010-08-30T00:00:00.000Z""","JPN","5km NE of Kansai Int'l Airport","BOEING 777 300","A7-BAE","Qatar Qatar Airways Company","QAT","QAT","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""NAV""]","OTH",2010
"""2010-08-31T00:00:00.000Z""","CHE","Near SOSAL ( Geneva ACC)","","HB-RDF"," ","","CHE","En route","Serious incident",0,true,true,"","None","XA41",false,true,1,"Piston","","[""MAC""]","OTH",2010
"""2010-08-31T00:00:00.000Z""","CHE","Near SOSAL ( Geneva ACC)","RAYTHEON","M-KENF","Luxembourg Global Jet Luxembourg S.A.","","IMN","En route","Serious incident",0,true,true,"","None","BE30",false,true,2,"Turboprop","","[""MAC""]","OTH",2010
"""2010-09-04T00:00:00.000Z""","IRN","","AIRBUS A300 B2","EP-IBZ","","","IRN","Approach","Incident",0,true,true,true,"None","A318",false,true,2,"Jet","","[""BIRD""]","RS",2010
"""2010-09-07T00:00:00.000Z""","FRA","AD Lyon Saint-Exupéry (69)","BOEING 737","TC-TLE"," ","TZA","TUR","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""CFIT""]","CFIT",2010
"""2010-09-08T00:00:00.000Z""","FRA","AD Paris Charles de Gaulle(95)","BOEING 737 300","G-GDFA","","","GBR","Taxi","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""GCOL""]","RS",2010
"""2010-09-10T00:00:00.000Z""","CHE","Lugano CTR","SAAB 2000","HB-IZJ","Switzerland Darwin Airline Sa","CHE","CHE","Approach","Serious incident",0,true,true,true,"None","SB20",false,true,2,"Turboprop","","[""MAC""]","OTH",2010
"""2010-09-11T00:00:00.000Z""","GBR","AD Exeter","DE HAVILLAND DHC8 400","G-JECF","United Kingdom Flybe Ltd","GBR","GBR","Approach","Serious incident",0,true,true,true,"None","DH85",false,true,1,"Piston","","[""CFIT""]","CFIT",2010
"""2010-09-14T00:00:00.000Z""","CHN","vers AD Wuxi","AIRBUS A319","B-6054","China Sichuan Airlines","CHN","CHN","Approach","Serious incident",0,true,true,true,"None","A319",false,true,2,"Jet","","[""LOC-I"",""WSTRW""]","LOC-I",2010
"""2010-09-16T00:00:00.000Z""","USA","Milwaukee","RAYTHEON","N191CZ","","","USA","Landing","Incident",0,true,false,true,"None","BE36",false,true,1,"Piston","","[""SCF-NP""]","SCF",2010
"""2010-09-18T00:00:00.000Z""","FRA","AD Paris Charles de Gaulle(95)","","N574FE","United States Federal Express Corporation (Little Rock, Ar)",,"USA","Taxi","Serious incident",0,true,false,true,"None","DUB2",false,true,1,"Piston","","[""ATM"",""RI""]","RS",2010
"""2010-09-18T00:00:00.000Z""","FRA","AD Paris Charles de Gaulle(95)","BOEING 777 200","F-GSPH","France Air France","FRA","FRA","Take-off","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ATM"",""RI""]","RS",2010
"""2010-09-24T00:00:00.000Z""","DEU","Frankfurt/Main","BOEING 747","N758SA","United States Southern Air, Inc. (Columbus, Oh)","USA","USA","Standing","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-PP""]","SCF",2010
"""2010-09-25T00:00:00.000Z""","ISR","enroute","BOEING 757 200","G-LSAK","United Kingdom Jet2.com Ltd","GBR","GBR","En route","Serious incident",0,true,true,true,"None","ST75",false,true,1,"Piston","","[""SEC"",""MAC""]","OTH",2010
"""2010-09-30T00:00:00.000Z""","GBR","Luton","CESSNA 680 NO SERIES EXISTS","G-CJCC","United Kingdom Bookajet Ltd","","GBR","Take-off","Serious incident",0,true,true,false,"None","C680",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-09-30T00:00:00.000Z""","SDN","Khartoum a/p","AIRBUS A330 200","PH-AOD","Netherlands K.l.m. Royal Dutch Airlines N.v.",,"NLD","Taxi","Incident",0,true,true,"","None","BE20",false,true,2,"Turboprop","","[""GCOL""]","RS",2010
"""2010-09-30T00:00:00.000Z""","SDN","Khartoum a/p","AIRBUS A340 500","A6-ERE","United Arab Emirates Emirates","ARE","ARE","Standing","Incident",0,true,true,true,"None","A30B",false,true,2,"Jet","","[""GCOL""]","RS",2010
"""2010-10-02T00:00:00.000Z""","NLD","Schiphol","BOEING 737","TC-TJF","","","TUR","Landing","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""RE""]","RS",2010
"""2010-10-05T00:00:00.000Z""","AUT","Near NDB STE","BOEING 737 800","D-ABBX","Germany Air Berlin PLC & Co. Luftverkehrs KG","DEU","DEU","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-10-05T00:00:00.000Z""","AUT","Near NDB STE","AIRBUS A321","D-ALSC","","","DEU","Approach","Serious incident",0,true,true,true,"None","A321",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-10-05T00:00:00.000Z""","BRA","","FOKKER F28 1000","PR-OAE","","","BRA","En route","Serious incident",0,true,true,true,"","F100",false,true,2,"Jet","","[""SCF-PP""]","SCF",2010
"""2010-10-09T00:00:00.000Z""","ARG","El Calafate a/p","MCDONNELL DOUGLAS","LV-VBZ","Argentina Aerolineas Argentinas","ARG","ARG","Take-off","Serious incident",0,true,true,true,"None","A4",false,true,1,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-10-10T00:00:00.000Z""","TUN","Vers AD Tunis","AIRBUS A330 200","TC-JNF","","","TUR","En route","Incident",0,true,true,true,"Minor","BE20",false,true,2,"Turboprop","","[""TURB""]","TURB",2010
"""2010-10-12T00:00:00.000Z""","FRA","En croisière","BOEING 777 300","F-GSQP"," ","IRN","FRA","En route","Serious incident",0,true,true,true,"None","C17",false,true,4,"Jet","","[""OTHR""]","OTH",2010
"""2010-10-12T00:00:00.000Z""","ITA","PEMAR as cross UL5-UM726","AIRBUS A320","HA-LPV","Hungary Wizz Air Hungary Ltd","HUN","HUN","","Serious incident",0,true,true,true,"None","A320",false,true,2,"Jet","","[""ATM"",""MAC""]","OTH",2010
"""2010-10-12T00:00:00.000Z""","DEU","Berlin-Tegel","BOEING 737 300","D-ABEH","Germany Deutsche Lufthansa Aktiengesellschaft","DEU","DEU","Taxi","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ATM"",""RI""]","RS",2010
"""2010-10-13T00:00:00.000Z""","AUS","Kalgoorlie/Boulder Aerodrome","BOEING 717 200","VH-NXD","Australia National Jet Systems Group","AUS","AUS","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""TURB""]","TURB",2010
"""2010-10-17T00:00:00.000Z""","DEU","Lübeck-Blankensee, nahe","GROB G109 B","D-KNEX"," ",,"DEU","En route","Serious incident",0,false,false,"","None","G109",false,true,1,"Piston","","[""MAC""]","OTH",2010
"""2010-10-17T00:00:00.000Z""","DEU","Lübeck-Blankensee, nahe","","D-KOLM"," ",,"DEU","En route","Serious incident",0,true,false,"","None","C208",false,true,1,"Turboprop","","[""MAC""]","OTH",2010
"""2010-10-17T00:00:00.000Z""","DEU","Lübeck-Blankensee, nahe","AIRBUS A320","HA-LWA","Hungary Wizz Air Hungary Ltd",,"HUN","Approach","Serious incident",0,true,true,false,"None","A320",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-10-20T00:00:00.000Z""","SWE","north of Malmo Sturup","BOEING 737","LN-RRR","Norway Sas Scandinavian Airlines Norge As","NOR","NOR","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-10-20T00:00:00.000Z""","IDN","Wamena Airport Papua (WAJW)","BOEING 737 300","PK-YRZ","Indonesia Trigana Air Service, Pt.","IDN","IDN","Landing","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ARC""]","RS",2010
"""2010-10-25T00:00:00.000Z""","CHE","TRA VOR","AIRBUS A320","CS-TQK","","","PRT","En route","Serious incident",0,true,true,false,"None","A320",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-10-25T00:00:00.000Z""","CHE","TRA VOR","AIRBUS A340 600","A7-AGB","Qatar Qatar Airways Company","QAT","QAT","En route","Serious incident",0,true,true,true,"None","A346",false,true,4,"Jet","","[""MAC""]","OTH",2010
"""2010-10-26T00:00:00.000Z""","JPN","30km east of Asahikawa City","BOEING 737 800","JA55AN","Japan Air Nippon","JPN","JPN","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""CFIT""]","CFIT",2010
"""2010-10-31T00:00:00.000Z""","ITA","Napoli Airport (LIRN)","MCDONNELL DOUGLAS","I-SMEV","Italy Meridiana Fly","ITA","ITA","","Serious incident",0,true,true,true,"None","DC93",false,true,2,"Jet","","[""SCF-PP""]","SCF",2010
"""2010-11-04T00:00:00.000Z""","CAN"," Inuvik/Mike Zubko Airport, NT (YEV)","DHC-6 Twin Otter 300","C-GZVH","Kenn Borek Air, opf. Aklak Air","","CAN","Standing","",0,true,false,false,"","DHC6",false,true,2,"Turboprop","","[]","",2010
"""2010-11-04T00:00:00.000Z""","CAN"," Inuvik/Mike Zubko Airport, NT (YEV)","Beechcraft A100 King Air","C-GHOC","Kenn Borek Air, opf. Aklak Air","","CAN","Standing","",0,true,false,false,"","B350",false,true,2,"Turboprop","","[]","",2010
"""2010-11-04T00:00:00.000Z""","CAN"," Inuvik/Mike Zubko Airport, NT (YEV)","Beechcraft B99 Airliner","C-FKBK","Kenn Borek Air, opf. Aklak Air","","CAN","Standing","",0,true,false,false,"","BE99",false,true,2,"Turboprop","","[]","",2010
"""2010-11-05T00:00:00.000Z""","MNG","URGAMAL","BOEING 747","B-HOP","Hong Kong Cathay Pacific Airways Ltd.","HKG","HKG","","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-11-05T00:00:00.000Z""","MNG","URGAMAL","ILYUSHIN IL76","EX-035","","","KGZ","","Serious incident",0,true,true,true,"None","IL76",false,true,4,"Jet","","[""MAC""]","OTH",2010
"""2010-11-06T00:00:00.000Z""","ITA","Napoli airport LIRN","DASSAULT FALCON900","OE-IEX","Austria International Jet Management GmbH","","AUT","","Serious incident",0,true,true,false,"Serious","F900",false,true,3,"Jet","","[""OTHR""]","OTH",2010
"""2010-11-06T00:00:00.000Z""","IRL","Liverpool Int Airport","BOEING 737 800","EI-DCN","Ireland Ryanair","IRL","IRL","Taxi","Serious incident",0,true,true,true,"None","B38M",false,true,2,"Jet","","[""GCOL""]","RS",2010
"""2010-11-07T00:00:00.000Z""","USA"," Indianapolis International Airport, IN (IND)","Canadair CL-600-2B16 Challenger 604","N604JW","Aviation Enterprises","","USA","Standing","",0,true,true,false,"","CL60",false,true,2,"Jet","","[]","",2010
"""2010-11-09T00:00:00.000Z""","DEU","Frankfurt/Main","BOEING 747 400","D-ABVT","Germany Deutsche Lufthansa Aktiengesellschaft","DEU","DEU","Standing","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""F-NI""]","F-NI",2010
"""2010-11-16T00:00:00.000Z""","DEU","en Route","BAE","HB-IYS","Switzerland Swiss European Air Lines Ag",,"CHE","En route","Serious incident",0,true,true,"","None","J5",false,true,1,"Piston","","[""SCF-NP""]","SCF",2010
"""2010-11-21T00:00:00.000Z""","ITA","AMANO reporting point","MCDONNELL DOUGLAS","I-SMEL","","","ITA","En route","Serious incident",0,true,true,true,"None","F15",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-11-25T00:00:00.000Z""","AUS","Port Macquarie Aerodrome","DE HAVILLAND DHC8","VH-SDA","Australia Eastern Australia Airlines Pty Ltd","AUS","AUS","Take-off","Serious incident",0,true,true,true,"None","DH94",false,true,1,"Piston","","[""MAC""]","OTH",2010
"""2010-11-25T00:00:00.000Z""","AUS","Port Macquarie Aerodrome","BEECH G58","VH-VFG","","","AUS","Approach","Serious incident",0,true,false,"","None","BE58",false,true,2,"Piston","","[""MAC""]","OTH",2010
"""2010-11-26T00:00:00.000Z""","DEU","Frankfurt/Main","BOEING 747 400","D-ABVM","Germany Deutsche Lufthansa Aktiengesellschaft","DEU","DEU","Taxi","Serious incident","",true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-11-26T00:00:00.000Z""","DNK","Copenhagen","CANADAIR","OY-KFK","Norway Sas Scandinavian Airlines Norge As","","DNK","Take-off","Serious incident",0,true,true,false,"None","CRJ2",false,true,2,"Jet","","[""RI""]","RS",2010
"""2010-11-26T00:00:00.000Z""","KOR","Kimpo airport","CANADAIR CL600 1A11 600","HL7577","",,"KOR","En route","Serious incident",0,true,true,"","None","CL60",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-11-26T00:00:00.000Z""","DNK","Copenhagen","CANADAIR","OY-RJB","Denmark Cimber A/s","","DNK","Take-off","Serious incident",0,true,true,false,"None","CVLT",false,true,2,"Turboprop","","[""RI""]","RS",2010
"""2010-12-02T00:00:00.000Z""","","Svolvaer","DH8A","LN-WIU","Wideroe",,"NOR","","Incident","",true,true,"","","DH8A",false,true,2,"Turboprop","","[]","",2010
"""2010-12-05T00:00:00.000Z""","AUS","Melbourne Aerodrome, 300° M 28","BOEING 737","VH-VBH","Australia Virgin Blue","AUS","AUS","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-12-05T00:00:00.000Z""","AUS","Melbourne Aerodrome, 300° M 28","BOEING 767 300","VH-OGU","Australia Qantas Airways Limited","AUS","AUS","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-12-06T00:00:00.000Z""","PRT","near Lisbon a/p","BOEING 777 200","D2-TEF","Angola Taag, Linhas Aereas De Angola (Angola Airlines)","AGO","AGO","Take-off","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-PP""]","SCF",2010
"""2010-12-07T00:00:00.000Z""","MMR","Yangon","XIAN","XY-AIQ","Myanmar Myanma Airways","MMR","MMR","Landing","Serious incident",0,true,true,true,"None","AN24",false,true,2,"Turboprop","","[""RE""]","RS",2010
"""2010-12-07T00:00:00.000Z""","EST","Between Estonia and Finland","BEECH","SE-DRS","","","SWE","En route","Serious incident",0,true,true,"","None","BE20",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2010
"""2010-12-09T00:00:00.000Z""","IDN"," Jakarta-Soekarno-Hatta International Airport (CGK)","Boeing 737-4U3","PK-GWO","Garuda","","IDN","Standing","",0,true,true,false,"","B37M",false,true,2,"Jet","","[]","",2010
"""2010-12-11T00:00:00.000Z""","AUT","LOWW","BOEING 747 400","HL7467","Korea, South Korean Air Lines Co., Ltd.","KOR","KOR","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""OTHR""]","OTH",2010
"""2010-12-11T00:00:00.000Z""","RUS","enroute in Russian airspace","AIRBUS A330 300","OH-LTO","Finland Finnair Oyj","FIN","FIN","En route","Serious incident",0,true,true,true,"None","A35K",false,true,2,"Jet","","[""SCF-NP""]","SCF",2010
"""2010-12-16T00:00:00.000Z""","DEU","Hamburg","DE HAVILLAND DHC8 400","D-ABQC"," ","KEN","DEU","Take-off","Serious incident",0,true,true,true,"None","DH80",false,true,1,"Piston","","[""RAMP""]","RS",2010
"""2010-12-20T00:00:00.000Z""","RUS"," Uktus Airport","Antonov An-2TP","RA-07637","2nd Sverdlovsk Aviation Enterprise","","RUS","Standing","",0,true,false,false,"","AN72",false,true,2,"Jet","","[]","",2010
"""2010-12-20T00:00:00.000Z""","RUS"," Uktus Airport","Antonov An-2P","RA-07331","2nd Sverdlovsk Aviation Enterprise","","RUS","Standing","",0,true,false,false,"","A124",false,true,4,"Jet","","[]","",2010
"""2010-12-26T00:00:00.000Z""","JPN","Fukuoka Airport","BOEING 737","HL7517","",,"KOR","Taxi","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""RI""]","RS",2010
"""2010-12-26T00:00:00.000Z""","ESP","16nm from rwy33L Barajas a/p","CESSNA 210","EC-FAN"," ","","ESP","En route","Serious incident",0,false,false,"","None","C210",false,true,1,"Piston","","[""MAC""]","OTH",2010
"""2010-12-26T00:00:00.000Z""","ESP","16nm from rwy33L Barajas a/p","AIRBUS A320","EC-HDK","Spain Iberia, L.a.e., S.A.","ESP","ESP","En route","Serious incident",0,true,true,true,"None","A320",false,true,2,"Jet","","[""MAC""]","OTH",2010
"""2010-12-26T00:00:00.000Z""","JPN","Fukuoka Airport","BOEING 737","JA8998","",,"JPN","Approach","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""RI""]","RS",2010
"""2010-12-28T00:00:00.000Z""","SAU","enroute Tanga Intersection","AIRBUS A330","HZ-ABQ","Saudi Arabia Saudi Arabian Airlines","SAU","SAU","En route","Serious incident",0,true,true,true,"None","A318",false,true,2,"Jet","","[""OTHR""]","OTH",2010"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2011-01-01T00:00:00.000Z""","AUS","near Laravale (VOR)","BOEING 737 800","VH-VUK","Australia Virgin Blue","AUS","AUS","En route","Serious incident",0,true,true,true,"None","B38M",false,true,2,"Jet","","[""OTHR""]","OTH",2011
"""2011-01-03T00:00:00.000Z""","SWE","enroute","EMBRAER EMB145 ER","SE-RAD","Sweden City Airline Ab","SWE","SWE","En route","Serious incident",0,true,true,true,"None","E145",false,true,2,"Jet","","[""SCF-NP""]","SCF",2011
"""2011-01-03T00:00:00.000Z""","NPL","Kathmandu","AIRBUS A330 200","B-HWH","","","HKG","Landing","Serious incident",0,true,true,true,"None","BE20",false,true,2,"Turboprop","","[""ARC""]","RS",2011
"""2011-01-04T00:00:00.000Z""","","","AEROSPATIALE AS332","C-GGKX","","","CAN","Standing","Incident",0,true,true,"","None","S65C",true,false,2,"Turboprop","","[]","",2011
"""2011-01-04T00:00:00.000Z""","DEU","Leipzig","BOEING 737 300","TF-BBF","Iceland Bluebird Cargo (Blafugl Hf)","ISL","ISL","En route","Serious incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""SCF-NP""]","SCF",2011
"""2011-01-05T00:00:00.000Z""","BHS","MYER","DE HAVILLAND DHC8","C6-BFJ","Bahamas Bahamasair Holdings Ltd.","BHS","BHS","Taxi","Incident",0,true,true,true,"None","DHC1",false,true,1,"Piston","","[""OTHR""]","OTH",2011
"""2011-01-05T00:00:00.000Z""","TUR"," Istanbul Atat�rk Airport (IST)","Boeing 737-8F2 (WL)","TC-JGZ","THY","TUR","TUR","En route","",0,true,true,true,"","B37M",false,true,2,"Jet","","[]","",2011
"""2011-01-05T00:00:00.000Z""","IRL","Dublin a/p","BOEING 737 800","EI-DYK","Ireland Ryanair","IRL","IRL","Taxi","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ADRM""]","RS",2011
"""2011-01-05T00:00:00.000Z""","IRL","Dublin a/p","BOEING 737 800","EI-DCP","Ireland Ryanair","IRL","IRL","Taxi","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ADRM""]","RS",2011
"""2011-01-05T00:00:00.000Z""","USA","St. Petersburg","MOONEY M20E","N7828V","","","USA","Approach","Serious incident",0,false,false,"","None","M20P",false,true,1,"Piston","","[]","",2011
"""2011-01-06T00:00:00.000Z""","HUN","LHCC enroute","FOKKER","OE-LFH","Austria Austrian Airlines AG","","AUT","En route","Incident",0,true,true,false,"None","F50",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2011
"""2011-01-06T00:00:00.000Z""","ESP","Alicante a/p","BOEING 737 800","EI-EFX","Ireland Ryanair","IRL","IRL","Landing","Incident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""OTHR""]","OTH",2011
"""2011-01-06T00:00:00.000Z""","IRL","Belfast a/p","AIRBUS A319","G-EZFI","United Kingdom Easyjet Airline Company Ltd","GBR","GBR","Landing","Incident",0,true,true,true,"None","A319",false,true,2,"Jet","","[""F-NI""]","F-NI",2011
"""2011-01-06T00:00:00.000Z""","BGR","LBWN","BEECH 200","LZ-YUK","Bulgaria Other",,"BGR","Approach","Serious incident",0,true,false,"","None","BE20",false,true,2,"Turboprop","","[""ATM"",""RI""]","RS",2011
